operator_id,operator_name,operator_email,operator_phone,operator_website,consolidated_name,duplicate_count,all_ids,is_generic
ABR933655704231,Fillage-Bioenergie GbR,jens-timmering@gmx.de,05433/530,,Fillage-Bioenergie GbR,1,ABR933655704231,False
ABR960712532070,Fink Energie GmbH ＆ Co KG,,,,Fink Energie GmbH ＆ Co KG,1,ABR960712532070,False
ABR921108047943,Finkbeiner KG,info@finkbeinerkg.de,0772296860,www.finkbeinerkg.de,Finkbeiner KG,1,ABR921108047943,False
ABR990079507497,Finsterwalder Umwelttechnik GmbH ＆ Co. KG,t.finsterwalder@fitec.com,0805196591010,www.fitec.com,Finsterwalder Umwelttechnik GmbH ＆ Co. KG,1,ABR990079507497,False
ABR990249801936,Finteler Biogas GmbH ＆ Co. KG,,,,Finteler Biogas GmbH ＆ Co. KG,1,ABR990249801936,False
ABR966055103052,Firma AGRIS Naturstrom GmbH & Co. KG Dominik Schlothauer,dominik-schlothauer@web.de,01624963523,,Firma AGRIS Naturstrom GmbH & Co. KG Dominik Schlothauer,1,ABR966055103052,False
ABR989611846613,Firma Agrar-Energie Illertal GmbH ＆ Co. KG,wonhas@t-online.de,016095851153,,Firma Agrar-Energie Illertal GmbH ＆ Co. KG,1,ABR989611846613,False
ABR996191692899,Firma Agrarenergie Andelbach GmbH ＆ Co. KG,marc-reutter@t-online.de,07145 4987,,Firma Agrarenergie Andelbach GmbH ＆ Co. KG,1,ABR996191692899,False
ABR950262350637,Firma Agro Energie Hohenlohe GmbH & Co. KG,t.karle@t-online.de,01719791200,,Firma Agro Energie Hohenlohe GmbH & Co. KG,1,ABR950262350637,False
ABR942907449790,Firma Albrecht Biogas,,,,Firma Albrecht Biogas,1,ABR942907449790,False
ABR919895727728,Firma Alexander Hemberger Biogas,al.hemberger@gmx.de,0628-7928591,,Firma Alexander Hemberger Biogas,1,ABR919895727728,False
ABR918714668112,Firma Allgäu Hof Müller Energieerzeugung e.K. Michael Müller,mueller@allgaeu-hof.de,07564-3925,,Firma Allgäu Hof Müller Energieerzeugung e.K. Michael Müller,1,ABR918714668112,False
ABR908256236504,Firma Bioenergie Aichelau GmbH ＆ Co.KG,Anton@Hof-Arnold.de,+497388432,,Firma Bioenergie Aichelau GmbH ＆ Co.KG,1,ABR908256236504,False
ABR974141662987,Firma Bioenergie Aichhalden GmbH & Co.KG,,,,Firma Bioenergie Aichhalden GmbH & Co. KG,1,ABR974141662987,False
ABR931953068628,Firma Bioenergie Allgäu GmbH ＆ Co.KG,info@bioenergie-allgaeu.de,+49 7528 9158290,www.bioenergie-allgaeu.de,Firma Bioenergie Allgäu GmbH ＆ Co.KG,1,ABR931953068628,False
ABR965761659174,Firma Bioenergie Erlenhof GmbH & Co. KG,,,,Firma Bioenergie Erlenhof GmbH & Co. KG,1,ABR965761659174,False
ABR993077177280,Firma Bioenergie Gresser GmbH ＆ Co. KG,,,,Firma Bioenergie Gresser GmbH ＆ Co. KG,1,ABR993077177280,False
ABR986769041334,Firma Bioenergie Kostanzer GmbH ＆ Co. KG,enzenberghof@kostanzer.com,,,Firma Bioenergie Kostanzer GmbH ＆ Co. KG,1,ABR986769041334,False
ABR967849576595,Firma Bioenergie Schenk GmbH ＆ Co. KG Herr Schenk,fjschenk@gmx.de,016096464732,,Firma Bioenergie Schenk GmbH ＆ Co. KG Herr Schenk,1,ABR967849576595,False
ABR963486405724,Firma Bioenergie Schilling GmbH,schilling.kolbingen@web.de,017632273718,,Firma Bioenergie Schilling GmbH,1,ABR963486405724,False
ABR920453592382,Firma Bioenergie Ziesel GbR Georg Ziesel und Walburga Ziesel,,,,Firma Bioenergie Ziesel GbR Georg Ziesel und Walburga Ziesel,1,ABR920453592382,False
ABR988426212057,Firma Biogas Balzheim GmbH & Co.KG,gerhard.rabus@web.de,07347/920489,,Firma Biogas Balzheim GmbH & Co. KG,1,ABR988426212057,False
ABR997794149230,Firma Biogas Ensingen GmbH ＆ Co. KG,herold-vaihingen@t-online.de,,,Firma Biogas Ensingen GmbH ＆ Co. KG,1,ABR997794149230,False
ABR997122911898,Firma Biogas Prestel GbR,willi.prestel@googlemail.com,075047040,,Firma Biogas Prestel GbR,1,ABR997122911898,False
ABR918957901007,Firma Biokraft Sachsenheim GmbH ＆ Co. KG,uwe.setzer@biokraft-sachsenheim.de,+49 7147 2703353,,Firma Biokraft Sachsenheim GmbH ＆ Co. KG,1,ABR918957901007,False
ABR942696702496,Firma Deitigsmann Bioenergie GbR,Daniel@deitigsmann.com,07954 / 7286,,Firma Deitigsmann Bioenergie GbR,1,ABR942696702496,False
ABR942239949098,Firma Dilag GmbH Marco Mohr,Dilagaach@t-online.de,01754318099,,Firma Dilag GmbH Marco Mohr,1,ABR942239949098,False
ABR904034386638,Firma Dreher Energie GmbH & Co.KG.,tobias.dreher@t-online.de,0758150930,,Firma Dreher Energie GmbH & Co. KG.,1,ABR904034386638,False
ABR937211740640,Firma EAH Energie aus Holz UG (haftungsbeschränkt),schneiderus36@freenet.de,,,Firma EAH Energie aus Holz UG (haftungsbeschränkt),1,ABR937211740640,False
ABR906230325244,Firma Eigenbetrieb Stadtentwässerung Stuttgart c/o Amt für Umweltschutz (36-5.25),clemens.kresimon@stuttgart.de,0711/216-88643,www.stuttgart.de,Firma Eigenbetrieb Stadtentwässerung Stuttgart c/o Amt für Umweltschutz (36-5.25),1,ABR906230325244,False
ABR953403824363,Firma Energie Vogel GmbH & Co.KG,,,,Firma Energie Vogel GmbH & Co. KG,1,ABR953403824363,False
ABR911734749403,Firma Energiehof Kink Markus Kink,Kink@gmx.de,01737600686,,Firma Energiehof Kink Markus Kink,1,ABR911734749403,False
ABR967192118657,Firma Fritz Energie GbR Thomas Fritz,,,,Firma Fritz Energie GbR Thomas Fritz,1,ABR967192118657,False
ABR932402743394,Firma GMD Bioenergie GbR  Heiko Mink,grimm-mink-gbr@freenet.de,01728096460,,Firma GMD Bioenergie GbR Heiko Mink,1,ABR932402743394,False
ABR952527487591,Firma Georg Frey KG Bio-Energie-Hof,gfdab@t-online.de,,,Firma Georg Frey KG Bio-Energie-Hof,1,ABR952527487591,False
ABR906439462559,Firma Gälle Biogas GbR,gaelle-erbach@gmx.de,015165400050,,Firma Gälle Biogas GbR,1,ABR906439462559,False
ABR930753372904,Firma Hardthof-Energie Klaus Renner,hardthof-agrar@tdmail.de,07771879814,,Firma Hardthof-Energie Klaus Renner,1,ABR930753372904,False
ABR931143003132,Firma Heinshof-Energie-GmbH ＆ Co. KG,teickner@web.de,01522019326,,Firma Heinshof-Energie-GmbH ＆ Co. KG,1,ABR931143003132,False
ABR993295277045,Firma Holzenthaler Biogas GbR,t.holzenthaler@gmx.de,07777820,,Firma Holzenthaler Biogas GbR,1,ABR993295277045,False
ABR957731388948,Firma Johannes Hopp Lohn- und Fuhrunternehmen,j.hopp@gmx.net,01733446692,,Firma Johannes Hopp Lohn- und Fuhrunternehmen,1,ABR957731388948,False
ABR980965912344,Firma Kaufmann Bioenergie GmbH＆Co.KG,,,,Firma Kaufmann Bioenergie GmbH＆Co.KG,1,ABR980965912344,False
ABR926938588802,Firma Kleck Energie GbR,ernst.kleck@web.de,,,Firma Kleck Energie GbR,1,ABR926938588802,False
ABR999300562977,Firma Moll GbR Biogas,moll-gbr@gmx.de,01742049435,,Firma Moll GbR Biogas,1,ABR999300562977,False
ABR921194798286,Firma Naturenergie Glemstal GmbH & Co. KG Ulrich Ramsaier,info@naturenergie-glemstal.de,071429363950,www.naturenergie-glemstal.de,Firma Naturenergie Glemstal GmbH & Co. KG Ulrich Ramsaier,1,ABR921194798286,False
ABR952114373764,Firma SMP Bioenergie Hochsträß GmbH ＆ Co. KG,smp-bioenergie@gmx.de,0151/16105278,,Firma SMP Bioenergie Hochsträß GmbH ＆ Co. KG,1,ABR952114373764,False
ABR999639218453,Firma Schrödel Biogas GmbH & Co. KG,Landwirtschaft@gut-ludwigsruhe.de,,,Firma Schrödel Biogas GmbH & Co. KG,1,ABR999639218453,False
ABR910204112150,Firma Sieger Neue Energie,sieger.dominic@gmx.de,015112760088,,Firma Sieger Neue Energie,1,ABR910204112150,False
ABR926322921741,Firma Stadt Oberndorf  Marc Schenk,marc.schenk@Oberndorf.de,07423771314,www.Oberndorf.de,Firma Stadt Oberndorf Marc Schenk,1,ABR926322921741,False
ABR918310897749,Firma Stefan Schatz,saugluecklich@web.de,0927494402,,Firma Stefan Schatz,1,ABR918310897749,False
ABR986578457555,Firma Tobias Pfau Energieerzeugung,pfauahornhof@t-online.de,074433461,,Firma Tobias Pfau Energieerzeugung,1,ABR986578457555,False
ABR962423239996,Firma Winzler Energie Werk Heim,info@wew-heim.de,01636148457,,Firma Winzler Energie Werk Heim,1,ABR962423239996,False
ABR958976960029,Fisch Energie GbR,info@fisch-agrar.de,085018102,,Fisch Energie GbR,1,ABR958976960029,False
ABR955660411003,Fischer Anlagen GbR,,,,Fischer Anlagen GbR,1,ABR955660411003,False
ABR939405069100,Fischer Automobile GmbH,neumarkt@fischer-automobile.de,09181/4755-129,www.fischer-automobile.de,Fischer Automobile GmbH,1,ABR939405069100,False
ABR988196235973,Fischer Bioenergie GbR,fischer-schose@freenet.de,0160/96212719,,Fischer Bioenergie GbR,1,ABR988196235973,False
ABR954551017652,Fischer Bioenergie GmbH,,,,Fischer Bioenergie GmbH,1,ABR954551017652,False
ABR965933031845,Fischer Biogas GbR,,,,Fischer Biogas GbR,1,ABR965933031845,False
ABR915960922371,Fischer Biostrom GbR,helena-fischer88@web.de,01708921879,,Fischer Biostrom GbR,1,ABR915960922371,False
ABR968412328993,Fischer Energie GbR,Fischerhofgbr@gmx.de,075526542,,Fischer Energie GbR,1,ABR968412328993,False
ABR906801784357,Fischer F+Ch GbR,wagyu@web.de,08572493,,Fischer F+Ch GbR,1,ABR906801784357,False
ABR987123376130,Fischhaber Biogas GbR,fischhaber86@outlook.de,,,Fischhaber Biogas GbR,1,ABR987123376130,False
ABR986023320847,Fischl GmbH Energie- und Wärmeerzeugung,fischl-gmbh@t-online.de,085632382,,Fischl GmbH Energie- und Wärmeerzeugung,1,ABR986023320847,False
ABR989016123593,Fitschen Biogas GmbH ＆ Co. KG,,,,Fitschen Biogas GmbH ＆ Co. KG,1,ABR989016123593,False
ABR919592995123,Fleischverarbeitungsbetrieb Zitzmann,,,,Fleischverarbeitungsbetrieb Zitzmann,1,ABR919592995123,False
ABR949841805217,Fliegl Trailer GmbH,triptis@fliegl.com,0364828300,,Fliegl Trailer GmbH,1,ABR949841805217,False
ABR996874833137,Florian Förster,,092708233,,Florian Förster,1,ABR996874833137,False
ABR917906027980,"Florian Gebhard, Energie",gebhard.florian@web.de,01708818824,,"Florian Gebhard, Energie",1,ABR917906027980,False
ABR915505979921,Florian Viering Biogas,vieringf@arcor.de,056961291,,Florian Viering Biogas,1,ABR915505979921,False
ABR960610286556,Florian ＆ Georg Mohring eGbR,,,,Florian ＆ Georg Mohring eGbR,1,ABR960610286556,False
ABR960715673947,Fluhrer Biogas Gbr,fluhrergbr@gmx.de,01704452146,,Fluhrer Biogas Gbr,1,ABR960715673947,False
ABR927864939522,Fläming Farm eG,flaeming-farm@t-online.de,03384950421,,Fläming Farm eG,1,ABR927864939522,False
ABR954517645226,Flörs Ludwig und Flörs Felix GbR,felix.floers@gmx.de,081663590,,Flörs Ludwig und Flörs Felix GbR,1,ABR954517645226,False
ABR931160587561,FoMa Bioenergie GmbH,forstner-martin@t-online.de,09444/972088,,FoMa Bioenergie GmbH,1,ABR931160587561,False
ABR910559205491,Foldenauer Energie GbR,stefan.foldenauer@t-online.de,01738969615,,Foldenauer Energie GbR,1,ABR910559205491,False
ABR912043930858,Fontaine Kastanienhof Energie GmbH,kastanienhof@t-online.de,015142649764,,Fontaine Kastanienhof Energie GmbH,1,ABR912043930858,False
ABR930583260662,Forner Energie GbR,landwirtschaft.forner@web.de,079662327,,Forner Energie GbR,1,ABR930583260662,False
ABR986198408180,Forstbetrieb Alois Probst,forstbetrieb-probst@gmx.net,099233861,,Forstbetrieb Alois Probst,1,ABR986198408180,False
ABR938731436969,Forstbetrieb Voß,Forstbetriebvoss@gmail.com,+491717595407,,Forstbetrieb Voß,1,ABR938731436969,False
ABR951041858740,Forstmair GbR,,,,Forstmair GbR,1,ABR951041858740,False
ABR992446944164,Forstner Bioenergie,m.forstner@forstner-mb.de,080398279636,,Forstner Bioenergie,1,ABR992446944164,False
ABR924556790645,Forstservice Voltz GmbH,holzvoltz@aol.com,033769 / 20396,www.holz-voltz.de,Forstservice Voltz GmbH,1,ABR924556790645,False
ABR946402398072,Fortwengel Landwirtschaft GmbH ＆Co. KG,,,,Fortwengel Landwirtschaft GmbH ＆Co. KG,1,ABR946402398072,False
ABR934292824412,Frahm-Hagemann GmbH ＆ Co. KG,,,,Frahm-Hagemann GmbH ＆ Co. KG,1,ABR934292824412,False
ABR956508046142,Frank Bauer e.K.,bauerzell@t-online.de,079356260,,Frank Bauer e.K.,1,ABR956508046142,False
ABR919743142185,Frank Görrissen Biogas KG,,,,Frank Görrissen Biogas KG,1,ABR919743142185,False
ABR998277728928,Frank Hobbie GbR,frankhobbie@gmx,017634121654,,Frank Hobbie GbR,1,ABR998277728928,False
ABR916367228295,Frank und Neuhauser GbR Stefan Frank,stefan.fr@live.de,015203222630,,Frank und Neuhauser GbR Stefan Frank,1,ABR916367228295,False
ABR991887610027,Franke Biogas GmbH,franke-biogas@gmx.de,,,Franke Biogas GmbH,1,ABR991887610027,False
ABR987582943348,Frankenwald eG Lehesten Agrargenossenschaft,frankenwald.agrar@t-online.de,,,Frankenwald eG Lehesten Agrargenossenschaft,1,ABR987582943348,False
ABR975939222086,Franz Böckmann UDR GmbH,boeckmann.franz@ewetel.net,04474 947910,,Franz Böckmann UDR GmbH,1,ABR975939222086,False
ABR946314492943,Franz Fusseder Biogas GmbH ＆ Co. KG,franz.fusseder@gmx.de,08735245,,Franz Fusseder Biogas GmbH ＆ Co. KG,1,ABR946314492943,False
ABR954039420257,Franz GbR,ws.oelsnitz@t-online.de,092832564,,Franz GbR,1,ABR954039420257,False
ABR931700087056,Franz Josef und Birgit Huhn GbR,huhn-weiherhof@t-online.de,066671444,,Franz Josef und Birgit Huhn GbR,1,ABR931700087056,False
ABR926715988689,Franz Strasser Biogas,sf.strasser@t-online.de,08138/92690,,Franz Strasser Biogas,1,ABR926715988689,False
ABR925467880708,Franz und Ingrid Ibele Biogas GbR,f-ibele@t-online.de,07504-7062,,Franz und Ingrid Ibele Biogas GbR,1,ABR925467880708,False
ABR961137799383,FreWa GmbH ＆ Co. KG,frerichs@gmx.net,,,FreWa GmbH ＆ Co. KG,1,ABR961137799383,False
ABR903052016428,Freihamer Biogas GbR,johann.herzog@t-online.de,08071,,Freihamer Biogas GbR,1,ABR903052016428,False
ABR931061668833,Frener Lohnunternehmen GmbH,kontakt@frener-leutkirch.de,01715221820,,Frener Lohnunternehmen GmbH,1,ABR931061668833,False
ABR997494651088,Frenzel ＆ Schmidt Dienstleistungs-GmbH,agrar-wittbrietzen@t-online.de,033204/42376,,Frenzel ＆ Schmidt Dienstleistungs-GmbH,1,ABR997494651088,False
ABR914646298236,Frerichs Biogas GmbH ＆ CO.KG,frank_hohnholt@web.de,04482/928145,,Frerichs Biogas GmbH ＆ CO.KG,1,ABR914646298236,False
ABR988265034674,Frese Biogas GmbH ＆ Co. KG,christoph.frese@yahoo.de,0175 2059896,,Frese Biogas GmbH ＆ Co. KG,1,ABR988265034674,False
ABR935291125050,Freudenthaler Biogas GbR,,,,Freudenthaler Biogas GbR,1,ABR935291125050,False
ABR916285138171,Fricke GreenEnergy,joerg.fricke@fricke-greenenergy.de,+491634785093,,Fricke GreenEnergy,1,ABR916285138171,False
ABR902980760748,Friedberger Biogas GbR,josef.friedberger@gmx.net,,,Friedberger Biogas GbR,1,ABR902980760748,False
ABR928698237983,Friedberger Grünland GmbH,s.grumbach@weidehof.de,0397485500,,Friedberger Grünland GmbH,1,ABR928698237983,False
ABR916261148811,Friedeburger Speicherbetriebsgesellschaft mbH,info@crystal-storage.de,0446597760,www.crystal-storage.de,Friedeburger Speicherbetriebsgesellschaft mbH,1,ABR916261148811,False
ABR915528203454,Friedersdorfer Landwirtschaftsgesellschaft mbH,,,,Friedersdorfer Landwirtschaftsgesellschaft mbH,1,ABR915528203454,False
ABR994125131513,Friedewalder Bioenergie GmbH ＆Co KG,anne@niemann-gemuesepflanzen.de,,,Friedewalder Bioenergie GmbH ＆Co KG,1,ABR994125131513,False
ABR945025206078,Friedl BiogasEnergie GbR,emmeran.friedl@web.de,082513688,,Friedl BiogasEnergie GbR,1,ABR945025206078,False
ABR927864152419,Friedrich Wahl GmbH ＆ Co KG,f.mertzlufft@wahl-holzwerk.de,+49 7976 9858 29,wahl-holzwerk.de,Friedrich Wahl GmbH ＆ Co KG,1,ABR927864152419,False
ABR974271530132,Fries Gbr,hansfries@gmx.net,015152174997,,Fries Gbr,1,ABR974271530132,False
ABR970390981886,Friesinger Bioenergie GbR,akfriesinger@gmx.de,08085185042,,Friesinger Bioenergie GbR,1,ABR970390981886,False
ABR941575132072,Frieso KG,friedrich-soodehoefe@gmx.de,01725665075,,Frieso KG,1,ABR941575132072,False
ABR932454323414,Friller Biogas GmbH ＆ Co. KG,henning.seele@gmx.de,01718608395,,Friller Biogas GmbH ＆ Co. KG,1,ABR932454323414,False
ABR926940659378,Fritsch Biostrom Inh. Klaus Fritsch e.K.,fritsch.biostrom@gmx.de,09434/902280,,Fritsch Biostrom Inh. Klaus Fritsch e.K.,1,ABR926940659378,False
ABR919579414883,Fritz Timmerevers Energie,f.timmerevers@tk-agrarservice.de,04474-947580,,Fritz Timmerevers Energie,1,ABR919579414883,False
ABR946015293740,Frommknecht Wendelin und Margarethe GbR,wendelin.frommknecht@web.de,08342/7950,,Frommknecht Wendelin und Margarethe GbR,1,ABR946015293740,False
ABR943842933962,Fruchthandel Henning Krüger,,,,Fruchthandel Henning Krüger,1,ABR943842933962,False
ABR909284401896,Fröhlich Richard Biogas,,,,Fröhlich Richard Biogas,1,ABR909284401896,False
ABR929301104968,Fuchs Energie GmbH ＆ Co. KG,fuchs_gerlinde@t-online.de,,,Fuchs Energie GmbH ＆ Co. KG,1,ABR929301104968,False
ABR932531713022,Fuest Biogasanlagen GmbH ＆ Co KG,,,,Fuest Biogasanlagen GmbH ＆ Co KG,1,ABR932531713022,False
ABR901965854526,Fuhrberger Bio-Energie GmbH ＆ Co. KG,info@fuhrberger-be.de,05135751,,Fuhrberger Bio-Energie GmbH ＆ Co. KG,1,ABR901965854526,False
ABR919157101433,Fundus Intertrans,info@fundus-ag.de,09436 300 30,WWW.fundus-ag.de,Fundus Intertrans,1,ABR919157101433,False
ABR932323401052,Funk Energie GbR,rebekka.funk@t-online.de,070538636,,Funk Energie GbR,1,ABR932323401052,False
ABR987892282328,Futterer Agrar-KG,futterer-agrar@t-online.de,075029124118,,Futterer Agrar-KG,1,ABR987892282328,False
ABR927392021331,Fußeder Birgit Stromerzeugung GbR,w.b.fusseder@t-online.de,08735/939925,,Fußeder Birgit Stromerzeugung GbR,1,ABR927392021331,False
ABR906226464681,Fußner GmbH,alexander.fussner@fussner.de,060262691,,Fußner GmbH,1,ABR906226464681,False
ABR903855168850,Förg Bioenergie,axx22foerg@aol.com,08238-964399,,Förg Bioenergie,1,ABR903855168850,False
ABR951836932426,Förlinger Naturstrom eG,info@nackenhorst.net,05444708,,Förlinger Naturstrom eG,1,ABR951836932426,False
ABR988798355918,Förster Biogas GmbH ＆ Co.KG,,,,Förster Biogas GmbH ＆ Co.KG,1,ABR988798355918,False
ABR946721972137,Fünfte Biogas Bützow Betriebs,m.vonLehmden@envitec-biogas.de,04442/8016-6111,,Fünfte Biogas Bützow Betriebs,1,ABR946721972137,False
ABR903816287576,Fünfte Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG,t.kaup@steinhoff-familienholding.de,033734/609410,,Fünfte Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG,1,ABR903816287576,False
ABR947683640058,Fünfte Biogas Röddelin Steinhoff Betriebs GmbH ＆ Co. KG,t.kaup@steinhoff-familienholding.de,+49-3984-8719-3246,,Fünfte Biogas Röddelin Steinhoff Betriebs GmbH ＆ Co. KG,1,ABR947683640058,False
ABR935589125618,Fürstenauer Wärme GmbH,,,,Fürstenauer Wärme GmbH,1,ABR935589125618,False
ABR962846358533,F＆G Biogas Produktionsgesellschaft GmbH ＆ CO. KG,Biogas-straten@gmx.de,01739551823,,F＆G Biogas Produktionsgesellschaft GmbH ＆ CO. KG,1,ABR962846358533,False
ABR902485642075,G ＆ G Biogas GmbH ＆ Co.KG,info@gg-bioenergie.de,05448204,,G ＆ G Biogas GmbH ＆ Co.KG,1,ABR902485642075,False
ABR956692603381,G ＆ W Bioenergie GmbH ＆ Co. KG,,,,G ＆ W Bioenergie GmbH ＆ Co. KG,1,ABR956692603381,False
ABR923223658288,G+B Energieholz GbR,jgrosseschwiep@gmail.com,01706348469,,G+B Energieholz GbR,1,ABR923223658288,False
ABR901319051670,G+D Gesellschaft für Energiemanagement mbH,team.kwk@getec.de,0391 2568 100,https://www.getec-energyservices.com/,G+D Gesellschaft für Energiemanagement mbH,1,ABR901319051670,False
ABR982166169343,G+F Bioenergie Holthausen GmbH ＆ Co. KG,,,,G+F Bioenergie Holthausen GmbH ＆ Co. KG,1,ABR982166169343,False
ABR968069794226,G+G Naturpack GmbH,gug@gug-naturpack.de,0564398103,,G+G Naturpack GmbH,1,ABR968069794226,False
ABR910780782723,G-S-W Altmark GmbH,gsw-altmark@web.de,03908941001,,G-S-W Altmark GmbH,1,ABR910780782723,False
ABR955302672403,G. H. Energy GmbH ＆ Co. KG,kruseherzberg@googlemail.com,,,G. H. Energy GmbH ＆ Co. KG,1,ABR955302672403,False
ABR971400768657,G.O. Vertriebs-und Betriebs GmbH,,,,G.O. Vertriebs-und Betriebs GmbH,1,ABR971400768657,False
ABR996161355809,G.Thiermann Energie GmbH ＆ Co.KG,,,,G.Thiermann Energie GmbH ＆ Co.KG,1,ABR996161355809,False
ABR931837071911,"G.U.T.E. Gesellschaft für Umwelt, Technik, Energie mbH",gute@g-u-t-e.de,03064435570,www.g-u-t-e.de,"G.U.T.E. Gesellschaft für Umwelt, Technik, Energie mbH",1,ABR931837071911,False
ABR950303225641,GAP Waldvelener Straße GmbH ＆ Co.KG,michaelpunsmann@gmail.com,028631209,,GAP Waldvelener Straße GmbH ＆ Co.KG,1,ABR950303225641,False
ABR999198842922,GASAG Solution Plus GmbH,totte@gasag.de,020549695456,www.gasag-solution.de,GASAG Solution Plus GmbH,1,ABR999198842922,False
ABR972808410964,GB Bioenergie GmbH ＆ Co.KG,,,,GB Bioenergie GmbH ＆ Co.KG,1,ABR972808410964,False
ABR961795170227,GB-Bioenergie Lölldorf GmbH ＆ Co. KG,,,,GB-Bioenergie Lölldorf GmbH ＆ Co. KG,1,ABR961795170227,False
ABR971278506924,GBAB,ehmann@gbab-kompostwerk.de,06021/83831,www.gbab-kompostwerk.de,GBAB,1,ABR971278506924,False
ABR965525145561,GBE - Gocher Bioenergie GmbH,,,,GBE - Gocher Bioenergie GmbH,1,ABR965525145561,False
ABR932748326824,GBKA Energie GmbH,st_griesen@hotmail.com,05933 6467955,,GBKA Energie GmbH,1,ABR932748326824,False
ABR985475870733,GBW GmbH,gut-siegenthan@t-online.de,09431 21133,,GBW GmbH,1,ABR985475870733,False
ABR923418278482,GD Naturkraft GmbH ＆ Co. KG,thpoehlmann@gmail.com,092525910,,GD Naturkraft GmbH ＆ Co. KG,1,ABR923418278482,False
ABR941215596936,GE Bioenergie GmbH ＆ Co KG,bioenergie@eggersdorf3.de,,,GE Bioenergie GmbH ＆ Co KG,1,ABR941215596936,False
ABR948325665378,GEA Holzkirchen KU,klaeranlage@gea-holzkirchen.bayern,0802499970,,GEA Holzkirchen KU,1,ABR948325665378,False
ABR966591595922,GENO Bioenergie Leasingfonds Erste GmbH ＆ Co. KG,info@nawaro.ag,03412310282,,GENO Bioenergie Leasingfonds Erste GmbH ＆ Co. KG,1,ABR966591595922,False
ABR924482002775,GEPA mbH,birgit.buettner@gepa.de,020226683355,www.gepa.de,GEPA mbH,1,ABR924482002775,False
ABR910681628243,GETEC BBE GmbH,team.kwk@getec.de,03912568100,www.getec-energyservices.com,GETEC BBE GmbH,1,ABR910681628243,False
ABR977844986282,GETEC WÄRME ＆ EFFIZIENZ GmbH Nord,team.kwk@getec.de,03912568677,https://www.getec-energyservices.com,GETEC WÄRME ＆ EFFIZIENZ GmbH Nord,1,ABR977844986282,False
ABR926988534927,GETEC Wärme ＆ Effizienz GmbH,team.kwk@getec.de,03912568309,,GETEC Wärme ＆ Effizienz GmbH,1,ABR926988534927,False
ABR959889844710,GETEC heat ＆ power GmbH,team.kwk@getec.de,03912568411,https://www.getec-energyservices.com/,GETEC heat ＆ power GmbH,1,ABR959889844710,False
ABR974799295476,GF-Bio-Energie Hasetal GmbH,info@bio-energie-hasetal.de,05432-904295,www.bio-energie-hasetal.de,GF-Bio-Energie Hasetal GmbH,1,ABR974799295476,False
ABR910151045204,GGAB Agrarbetrieb Groß Grenz GmbH,,,,GGAB Agrarbetrieb Groß Grenz GmbH,1,ABR910151045204,False
ABR932190892120,GGEW AG,einspeisung@ggew.de,062511301450,www.ggew.de,GGEW AG,1,ABR932190892120,False
ABR932201761063,GIB Entsorgung Wesermarsch GmbH,kluever@gib-entsorgung.de,+4944018295168,www.gib-entsorgung.de,GIB Entsorgung Wesermarsch GmbH,1,ABR932201761063,False
ABR942314949494,GKA Holling GbR,,,,GKA Holling GbR,1,ABR942314949494,False
ABR980744302656,GKW Gemeinschaftsklärwerk Bitterfeld-Wolfen GmbH,info@gkw-bitterfeld-wolfen.de,+49349377930,,GKW Gemeinschaftsklärwerk Bitterfeld-Wolfen GmbH,1,ABR980744302656,False
ABR997534959259,GLAVA GmbH,rene.drews@jlwag.de,039342-936630,www.lfd-holding.com,GLAVA GmbH,1,ABR997534959259,False
ABR942132311428,GLI GmbH,gut-siegenthan@t-online.de,09431 21133,,GLI GmbH,1,ABR942132311428,False
ABR981887009495,GLL Geiseltal GmbH ＆ Co. KG,,,,GLL Geiseltal GmbH ＆ Co. KG,1,ABR981887009495,False
ABR925047952290,GLL Velgast GmbH ＆ Co. KG,,,,GLL Velgast GmbH ＆ Co. KG,1,ABR925047952290,False
ABR917862885945,GM Biogas GmbH ＆ Co. KG,,,,GM Biogas GmbH ＆ Co. KG,1,ABR917862885945,False
ABR992318523299,GM Wienken Bioenergie GmbH & Co. KG,Markus.wienken@hotmail.com,01724565393,,GM Wienken Bioenergie GmbH & Co. KG,1,ABR992318523299,False
ABR964930190623,GMB GmbH,roberto.mrose@leag.de,035528872634,https://www.gmbgmbh.de/,GMB GmbH,1,ABR964930190623,False
ABR909086790082,GMG GbR,agriman@gmx.de,01718602174,,GMG GbR,1,ABR909086790082,False
ABR903981187664,GMS Biogas GmbH+Co.KG,alfred.scheck@freenet.de,0172-9387386,,GMS Biogas GmbH+Co.KG,1,ABR903981187664,False
ABR922837021402,GN Bioenergie GmbH ＆ Co.KG,gn.bioenergie@gmail.com,+49 (5931) 20989,,GN Bioenergie GmbH ＆ Co.KG,1,ABR922837021402,False
ABR919699087844,GOPHI - Biogas GbR,earthchild@t-online.de,,,GOPHI - Biogas GbR,1,ABR919699087844,False
ABR918509005153,GRAF GmbH,info@graf-niederraunau.de,082828827780,www.graf-niederraunau.de,GRAF GmbH,1,ABR918509005153,False
ABR963190797399,GS-Biogas GbR,gs-biogas@t-online.de,0170-2776307,,GS-Biogas GbR,1,ABR963190797399,False
