original_id,consolidated_id,consolidated_name
ABR934041227426,ABR934041227426,Agrarenergie Klein Zecher GmbH ＆ Co. KG
ABR932693336619,ABR932693336619,Agrarenergie Krukum GmbH ＆ Co. KG
ABR962509836668,ABR962509836668,Agrarenergie Lauenstein
ABR988862827662,ABR988862827662,Agrarenergie Messer GbR
ABR916929786010,ABR916929786010,Agrarenergie Mirow GmbH ＆ Co. KG
ABR984909845576,ABR984909845576,Agrarenergie Moorrehmen GmbH ＆ Co. KG
ABR967585506993,ABR967585506993,Agrarenergie Nutteln GmbH ＆ Co. KG
ABR935993500650,ABR935993500650,Agrarenergie Osthoff GmbH ＆ Co.KG
ABR983119845468,ABR983119845468,Agrarenergie Petersdorf
ABR952125570473,ABR952125570473,Agrarenergie Redefin GmbH
ABR980998061989,ABR980998061989,Agrarenergie Reetz GmbH ＆ Co. KG
ABR943595175220,ABR943595175220,Agrarenergie Roding eG
ABR930365356675,ABR930365356675,Agrarenergie Schuby GmbH＆Co.KG
ABR954489603422,ABR954489603422,Agrarenergie Sersheim GmbH ＆ Co. KG
ABR935806146563,ABR935806146563,Agrarenergie Sieversdorf
ABR946414573603,ABR946414573603,Agrarenergie Vahldorf GmbH ＆ Co. KG
ABR953739287061,ABR953739287061,Agrarenergie Vettweiß GmbH
ABR972338719179,ABR972338719179,Agrarenergie Vielank GmbH ＆ Co. KG
ABR978101804134,ABR978101804134,Agrarenergie Waffensen GmbH＆Co.KG
ABR901106962868,ABR901106962868,Agrarenergie Wremen GmbH ＆ Co. KG
ABR965015600495,ABR965015600495,Agrarenergie am Kettel GmbH ＆ CO KG
ABR955699566170,ABR955699566170,Agrarenergie-Wertach GmbH
ABR999733897608,ABR999733897608,Agrarfrost GmbH 
ABR949675005449,ABR949675005449,Agrargas Eckendorf GmbH ＆ Co. KG
ABR957418080363,ABR957418080363,Agrargas Motten GmbH ＆ Co. KG
ABR934910448020,ABR934910448020,"Agrargenossenschaft "" Thomas Müntzer"" Krahne eG"
ABR967137277494,ABR967137277494,"Agrargenossenschaft ""Altenburger Land"" Dobitschen eG"
ABR997271866742,ABR997271866742,"Agrargenossenschaft ""Bergland"" Clausnitz e.G."
ABR964137424064,ABR964137424064,"Agrargenossenschaft ""Heideglück"" Sprotta eG"
ABR968263188951,ABR968263188951,"Agrargenossenschaft ""Lungwitztal"" eG"
ABR969385694740,ABR969385694740,"Agrargenossenschaft ""Ländeken"" Meinsdorf eG"
ABR915981082931,ABR915981082931,"Agrargenossenschaft ""Oberes Elbtal"" Reinhardtsdorf eG"
ABR905170745280,ABR905170745280,"Agrargenossenschaft ""Osterzgebirge"" Börnersdorf e.G."
ABR976683144372,ABR976683144372,"Agrargenossenschaft ""Schwarzbuntzucht"" Fischbeck eG"
ABR912208073543,ABR912208073543,"Agrargenossenschaft ""Werratal""e.G."
ABR957848085006,ABR957848085006,Agrargenossenschaft Abtsbessingen e.G.
ABR949045944095,ABR949045944095,Agrargenossenschaft Agrofarm Göda eG
ABR959109088733,ABR959109088733,Agrargenossenschaft Altmittweida e.G.
ABR927417907749,ABR927417907749,Agrargenossenschaft Arnsfeld eG
ABR921815062086,ABR921815062086,Agrargenossenschaft Arzberg e.G.
ABR956305693433,ABR956305693433,Agrargenossenschaft Audenhain e.G.
ABR904107375101,ABR904107375101,Agrargenossenschaft Baalberge
ABR980648757491,ABR980648757491,Agrargenossenschaft Bad Berka e.G.
ABR940910446553,ABR940910446553,Agrargenossenschaft Barenthin-Kötzlin eG
ABR963307846026,ABR963307846026,Agrargenossenschaft Beerendorf eG
ABR935945521559,ABR935945521559,Agrargenossenschaft Berge eG
ABR954104719798,ABR954104719798,Agrargenossenschaft Bertkow eG
ABR952857356932,ABR952857356932,Agrargenossenschaft Beyern e.G.
ABR979821591700,ABR979821591700,Agrargenossenschaft Blankenhain e.G.
ABR910250064069,ABR910250064069,Agrargenossenschaft Blesendorf-Zaatzke eG
ABR927484785417,ABR927484785417,Agrargenossenschaft Bobenneukirchen e.G.
ABR988781412246,ABR988781412246,Agrargenossenschaft Bornum e.G.
ABR920030104946,ABR920030104946,Agrargenossenschaft Braunsberg eG
ABR916367326670,ABR916367326670,Agrargenossenschaft Buchheim Crossen eG
ABR995458523891,ABR995458523891,Agrargenossenschaft Catharinau eG
ABR979362555865,ABR979362555865,Agrargenossenschaft Diedorf e.G.
ABR918398304900,ABR918398304900,Agrargenossenschaft Dobareuth eG
ABR929787391791,ABR929787391791,Agrargenossenschaft Dorfchemnitz e.G.
ABR935963793716,ABR935963793716,Agrargenossenschaft Drei Eichen eG Leubsdorf
ABR941975085497,ABR941975085497,Agrargenossenschaft Dreitzsch eG
ABR946209619615,ABR946209619615,Agrargenossenschaft Effelder eG
ABR937891365195,ABR937891365195,Agrargenossenschaft Emden e.G.
ABR939788046989,ABR939788046989,Agrargenossenschaft Fambach eG
ABR936214928819,ABR936214928819,Agrargenossenschaft Friedebach eG
ABR922042567801,ABR922042567801,Agrargenossenschaft Friesau eG
ABR928705054077,ABR928705054077,Agrargenossenschaft Gahry eG
ABR978906022054,ABR978906022054,Agrargenossenschaft Geisenhain eG
ABR974944868159,ABR974944868159,Agrargenossenschaft Gerdshagen eG
ABR998623018901,ABR998623018901,Agrargenossenschaft Gerstenberg e.G.
ABR907685561034,ABR907685561034,Agrargenossenschaft Gerstungen eG
ABR929861370902,ABR929861370902,Agrargenossenschaft Gleina e. G.
ABR908520398792,ABR908520398792,Agrargenossenschaft Golßen e.G.
ABR958273200835,ABR958273200835,Agrargenossenschaft Goßmar eG
ABR906253713370,ABR906253713370,Agrargenossenschaft Graitschen/ Höhe eG
ABR946071868371,ABR946071868371,Agrargenossenschaft Groß Machnow eG
ABR963728912041,ABR963728912041,Agrargenossenschaft Großdalzig e.G.
ABR965774560474,ABR965774560474,Agrargenossenschaft Großengottern eG
ABR949864634948,ABR949864634948,Agrargenossenschaft Großenlupnitz eG
ABR912642377641,ABR912642377641,Agrargenossenschaft Großhartmannsdorf e.G.
ABR989761426895,ABR989761426895,Agrargenossenschaft Gräfendorf eG
ABR980374682043,ABR980374682043,Agrargenossenschaft Görike-Schönhagen eG.
ABR927425890606,ABR927425890606,Agrargenossenschaft Hainichen-Pappendorf e.G.
ABR985459096265,ABR985459096265,Agrargenossenschaft Heidefarm Sdier
ABR903182906934,ABR903182906934,Agrargenossenschaft Helmershausen e.G.
ABR952501397076,ABR952501397076,Agrargenossenschaft Helmsdorf eG
ABR994060461515,ABR994060461515,Agrargenossenschaft Hohennauen eG
ABR938382935750,ABR938382935750,Agrargenossenschaft Hohenroda eG
ABR901592736165,ABR901592736165,Agrargenossenschaft Jückelberg e. G.
ABR914371309177,ABR914371309177,Agrargenossenschaft Kamsdorf eG
ABR988147676763,ABR988147676763,Agrargenossenschaft Kauern eG
ABR967538941840,ABR967538941840,Agrargenossenschaft Klitten e.G.
ABR978492501827,ABR978492501827,Agrargenossenschaft Krippehna eG.
ABR948219686311,ABR948219686311,Agrargenossenschaft Königsee e.G
ABR912032156917,ABR912032156917,Agrargenossenschaft Königshofen eG
ABR967180627642,ABR967180627642,Agrargenossenschaft Laas eG
ABR958014806548,ABR958014806548,Agrargenossenschaft Langenbach eG
ABR977877114744,ABR977877114744,Agrargenossenschaft Laußnitz e.G.
ABR913394711882,ABR913394711882,Agrargenossenschaft  Lemnitztal e. G.
ABR922739145954,ABR922739145954,Agrargenossenschaft Lengenfeld unterm Stein eG
ABR925457140928,ABR925457140928,Agrargenossenschaft Leppin eG
ABR970257819406,ABR970257819406,Agrargenossenschaft Liebenau e.G.
ABR924943420018,ABR924943420018,Agrargenossenschaft Linda eG
ABR981945069829,ABR981945069829,Agrargenossenschaft Lockstedt e.G.
ABR989842644057,ABR989842644057,Agrargenossenschaft Marbach e.G.
ABR991619663765,ABR991619663765,Agrargenossenschaft Martinroda e.G.
ABR953199829382,ABR953199829382,Agrargenossenschaft Mellingen eG
ABR960393871383,ABR960393871383,Agrargenossenschaft Milchquelle Stüdenitz eG
ABR978950606316,ABR978950606316,Agrargenossenschaft Nassau e.G.
ABR995478328971,ABR995478328971,Agrargenossenschaft Naundorf-Niedergoseln e.G.
ABR966249575658,ABR966249575658,Agrargenossenschaft Nausnitz eG
ABR998029500086,ABR998029500086,Agrargenossenschaft Neuzelle eG
ABR923240765709,ABR923240765709,Agrargenossenschaft Nieder Seifersdorf eG
ABR954501184601,ABR954501184601,Agrargenossenschaft Niederpöllnitz eG
ABR959560997469,ABR959560997469,Agrargenossenschaft Niederseidewitz e.G.
ABR935911079046,ABR935911079046,Agrargenossenschaft Nöbdenitz e.G.
ABR987586184990,ABR987586184990,Agrargenossenschaft Pirow eG
ABR964759687687,ABR964759687687,Agrargenossenschaft Plate e.G.
ABR927550664967,ABR927550664967,Agrargenossenschaft Pölzig eG
ABR917955215963,ABR917955215963,Agrargenossenschaft Queienfeld eG
ABR957622917172,ABR957622917172,Agrargenossenschaft Radeburg e.G
ABR978992519551,ABR978992519551,Agrargenossenschaft Reichenhausen
ABR950659714165,ABR950659714165,Agrargenossenschaft Reinholdshain e.G.
ABR904857311046,ABR904857311046,Agrargenossenschaft Reinstädt eG
ABR933588112110,ABR933588112110,Agrargenossenschaft Rodau e.G.
ABR938407586431,ABR938407586431,Agrargenossenschaft Rückersdorf e.G.
ABR933519624118,ABR933519624118,Agrargenossenschaft Sayda e.G.
ABR904781295177,ABR904781295177,Agrargenossenschaft Schalkau e.G.
ABR979958816431,ABR979958816431,Agrargenossenschaft Schmalkalden-Schwallungen e.G.
ABR960180704955,ABR960180704955,Agrargenossenschaft Schwarzbuntzucht Jeggeleben eG
ABR980893604335,ABR980893604335,Agrargenossenschaft Schönberg e.G.
ABR988036320913,ABR988036320913,Agrargenossenschaft See
ABR998965687643,ABR998965687643,Agrargenossenschaft Teichel eG
ABR938147397632,ABR938147397632,Agrargenossenschaft Theuma- Neuensalz e.G.
ABR949252906190,ABR949252906190,Agrargenossenschaft Thonhausen eG
ABR919706114945,ABR919706114945,Agrargenossenschaft Tirschendorf e.G.
ABR958847543702,ABR958847543702,Agrargenossenschaft Uckermark agrar eG
ABR906225008930,ABR906225008930,Agrargenossenschaft Uckro eG
ABR976544939369,ABR976544939369,Agrargenossenschaft Vorharz
ABR976075523327,ABR976075523327,Agrargenossenschaft Vorspreewald eG
ABR938815190541,ABR938815190541,Agrargenossenschaft Wefensleben e.G.
ABR922420719235,ABR922420719235,Agrargenossenschaft Weißbach e.G.
ABR995026650615,ABR995026650615,Agrargenossenschaft Werenzhain eG
ABR953170732649,ABR953170732649,Agrargenossenschaft Züllsdorf e.G.
ABR975084857904,ABR975084857904,Agrargenossenschaft e.G. Großzöbern
ABR930802637862,ABR930802637862,Agrargenossenschaft e.G. Hedersleben
ABR986166949011,ABR986166949011,Agrargenossenschaft e.G. Nebra
ABR928245740775,ABR928245740775,Agrargenossenschaft e.G. Reichenbach
ABR931452128496,ABR931452128496,Agrargenossenschaft eG Boddin
ABR933182101602,ABR933182101602,Agrargenossenschaft eG Dobra
ABR966688067394,ABR966688067394,Agrargenossenschaft eG Frankena
ABR953286763582,ABR953286763582,Agrargenossenschaft eG Jesewitz
ABR994017157706,ABR994017157706,Agrargenossenschaft eG Klein Schwechten
ABR919460525346,ABR919460525346,Agrargenossenschaft eG Köchelstorf
ABR991167868063,ABR991167868063,Agrargenossenschaft eG Niederschöna
ABR962778073221,ABR962778073221,Agrargenossenschaft eG Quitzow
ABR967827524761,ABR967827524761,Agrargenossenschaft eG Welsickendorf
ABR992442820486,ABR992442820486,Agrargenossenschaft eG Zilly
ABR912018732289,ABR912018732289,"Agrargenossenschaft"" Werratal"" eG Barchfeld"
ABR984120557890,ABR984120557890,"Agrargenossenschaft""Im Ohnetal"" eG"
ABR957223541318,ABR957223541318,"Agrargesellschaft ""Deube"" mbH Nahwinden"
ABR973749779714,ABR973749779714,"Agrargesellschaft ""Heideland"" Beckwitz mbH"
ABR947021989573,ABR947021989573,Agrargesellschaft Ansprung mbH
ABR957159968425,ABR957159968425,Agrargesellschaft Emster-Land mbH
ABR933175231996,ABR933175231996,Agrargesellschaft Gischau mbH
ABR902651183067,ABR902651183067,Agrargesellschaft Griesheim mbH
ABR974923765158,ABR974923765158,Agrargesellschaft Hainewalde mbH
ABR922221904519,ABR922221904519,Agrargesellschaft Heidersdorf GmbH
ABR913157349390,ABR913157349390,Agrargesellschaft Hermannsfeld mbH
ABR985365381714,ABR985365381714,Agrargesellschaft Jürgenshagen mbH
ABR916181230641,ABR916181230641,Agrargesellschaft Kandelin GmbH
ABR956541594334,ABR956541594334,Agrargesellschaft Langenreichenbach mbH
ABR928156547999,ABR928156547999,Agrargesellschaft Leyerhof
ABR939662535783,ABR939662535783,Agrargesellschaft  Marisfeld GmbH
ABR955048757037,ABR955048757037,Agrargesellschaft Ostharz mbH
ABR944880841448,ABR944880841448,Agrargesellschaft Pfiffelbach mbH
ABR987337616022,ABR987337616022,Agrargesellschaft Reinhardtsgrimma AG
ABR912080717016,ABR912080717016,Agrargesellschaft Ruppendorf AG
ABR902546940140,ABR902546940140,Agrargut Bäbelin GmbH ＆ Co KG
ABR954575482900,ABR954575482900,Agrarhof Veelböken eG
ABR955696094164,ABR955696094164,Agrarnergie Bellingen GmbH ＆ Co.KG
ABR914475999359,ABR914475999359,Agrarpower Backmeister Bergmann
ABR902471591738,ABR902471591738,Agrarprodukt Hainspitz GmbH
ABR990844056250,ABR990844056250,Agrarprodukte Bernsgrün-Hohndorf eG
ABR928227301253,ABR928227301253,Agrarprodukte Dedelow GmbH
ABR901083351860,ABR901083351860,Agrarprodukte GmbH Budissa Niederkaina
ABR984350532544,ABR984350532544,Agrarprodukte GmbH Wormsdorf
ABR977332899070,ABR977332899070,Agrarprodukte GmbH Zilly
ABR932424715317,ABR932424715317,Agrarprodukte Großfahner eG
ABR974348267626,ABR974348267626,Agrarprodukte Göhlen eG
ABR901362289266,ABR901362289266,Agrarprodukte Kitzen e.G.
ABR952479054513,ABR952479054513,Agrarprodukte Krumhermersdorf GmbH
ABR964859338892,ABR964859338892,Agrarprodukte Lichtenberg GmbH
ABR992026310334,ABR992026310334,Agrarprodukte Ludwigshof eG
ABR946979370273,ABR992026310334,Agrarprodukte Ludwigshof eG
ABR985725029867,ABR985725029867,Agrarprodukte Löbnitz GmbH
ABR935946307138,ABR935946307138,Agrarprodukte Oschätzchen e.G.
ABR970384321612,ABR970384321612,Agrarprodukte Schwabhausen e.G.
ABR901032586817,ABR901032586817,"Agrarproduktion ""Am Bärenstein"" Struppen eG"
ABR926905194012,ABR926905194012,"Agrarproduktion ""Goldene Aue"" GmbH"
ABR938151322972,ABR938151322972,Agrarproduktion Bresegard-Picher e.G.
ABR952411617158,ABR952411617158,Agrarproduktion Frauenprießnitz GmbH ＆ Co. KG
ABR997344258887,ABR997344258887,Agrarproduktion GEMIZU eG Kremkau
ABR945906869385,ABR945906869385,Agrarproduktion GmbH Engerda-Heilingen
ABR949970603050,ABR949970603050,Agrarproduktion Langenwolmsdorf GmbH
ABR939580610081,ABR939580610081,Agrarproduktion Lindstedt eG
ABR900968584195,ABR900968584195,Agrarproduktion Stösitz
ABR958573442355,ABR958573442355,Agrarproduktion Urbach GmbH
ABR939525830482,ABR939525830482,Agrarproduktion Zeetze eG
ABR902198251960,ABR902198251960,Agrarproduktiv-Genossenschaft eG Insel
ABR907648336648,ABR907648336648,Agrarproduktivgenossenschft Banzkow/Mirow eG
ABR971578909623,ABR971578909623,Agrarservice GmbH Meuro
ABR941126653667,ABR941126653667,Agrarservice Jurrien Lalkens
ABR944233428548,ABR944233428548,Agrarservice Kammerer GbR
ABR926957959171,ABR926957959171,Agrarservice Miks
ABR995778614019,ABR995778614019,Agrarservice Teifelhart
ABR919529846771,ABR919529846771,Agrarservice und Bioenergie Baur GmbH GF: Eugen Baur sen. Sylvia Baur
ABR996371611795,ABR996371611795,Agrarstrom Billerbeck GmbH ＆ Co. KG
ABR967277622093,ABR967277622093,Agrarstrom Hatterode GmbH
ABR974651185716,ABR974651185716,Agrarstrom Schwarme
ABR924405368711,ABR924405368711,Agrarunion e.G. Kogel
ABR902411357325,ABR902411357325,"Agrarunternehmen ""Lommatzscher Pflege"" eG"
ABR905030967616,ABR905030967616,Agrarunternehmen Lauenhain e.G.
ABR901124152111,ABR901124152111,Agrarunternehmen Pfersdorf eG
ABR993618981499,ABR993618981499,Agrarunternehmen Wöllmisse Schlöben e.G
ABR934014023420,ABR934014023420,"Agrarvereinigung ,,MiFeMa"" eG"
ABR916442370154,ABR916442370154,"Agrarvereinigung e. G.  ""Rhönpforte"" Sünna"
ABR958651390356,ABR958651390356,Agrarwirtschaftsbetrieb Demsin GmbH
ABR933780728560,ABR933780728560,Agraset Agrargenossenschaft eG Naundorf bei Rochlitz
ABR910711924048,ABR910711924048,AgriKultur Prislich GmbH
ABR961920458572,ABR961920458572,Agriculture GmbH
ABR996896811144,ABR996896811144,Agriculture New Energy GmbH
ABR981483088924,ABR981483088924,Agrikultur Biogas Kröpelin GmbH
ABR959402294480,ABR959402294480,Agritrade Lüdemann GmbH＆Co.KG
ABR951863702979,ABR951863702979,Agro Biogasanlage Nauen GmbH ＆ Co. KG
ABR940745792375,ABR940745792375,Agro Energie Brennhof
ABR952215361189,ABR952215361189,Agro Energie GmbH
ABR937300399049,ABR937300399049,Agro Service Vodermaier
ABR950892465756,ABR950892465756,Agro ＆ Waste Biogas GmbH
ABR908655397561,ABR908655397561,Agro-Energie GmbH ＆ Co. KG
ABR979834926377,ABR979834926377,Agro-Energie Kaltenhof GbR
ABR941809356069,ABR941809356069,Agro-Energie Schobdach KG
ABR931597271019,ABR931597271019,AgroEnergie Bierde GmbH ＆ Co. KG
ABR921773599648,ABR921773599648,AgroEnergie Winkler GmbH
ABR937312100893,ABR937312100893,AgroGas Niederding
ABR966648466670,ABR966648466670,AgroSynergie GmbH ＆ Co. KG
ABR942112303320,ABR942112303320,Agroenergie Stackmannsmühle GmbH
ABR965384880443,ABR965384880443,Agrofarm Herwigsdorf eG
ABR938851094957,ABR938851094957,Agrofarm Knau eG
ABR907765438287,ABR907765438287,Agrofarm Raguhn GmbH
ABR940432070410,ABR940432070410,Agrogas Lott GmbH ＆ Co. KG
ABR952454769296,ABR952454769296,Agrogas ＆ Wärme GmbH ＆ Co.KG
ABR933626808227,ABR933626808227,Agrokraft Großbardorf GmbH ＆ Co.KG
ABR942986551117,ABR942986551117,Agrokraft Haßfurt GmbH ＆ Co. KG
ABR933467994790,ABR933467994790,Agrokraft Streutal GmbH ＆ Co. KG
ABR934955619331,ABR934955619331,Agromil Agrar GmbH
ABR941247987252,ABR941247987252,Agrop Bioenergie GbR
ABR922775000118,ABR922775000118,Ahlers Bioenergie
ABR999351325118,ABR999351325118,Ahrens BHKW GmbH
ABR929269622139,ABR929269622139,Ahrens Witte Energie GbR
ABR900878190974,ABR900878190974,Ahrtal-Werke GmbH
ABR923602951009,ABR923602951009,Aigner Bioenergie GmbH ＆ Co KG
ABR986059539633,ABR986059539633,Aigner Biogas
ABR925092484029,ABR925092484029,Aigner Franz Biogas GbR
ABR937047703369,ABR937047703369,Aigner Günther und Stefan GbR
ABR945128882742,ABR945128882742,Airport Energie Management GmbH
ABR926649053323,ABR926649053323,Alb Bioenergie GbR
ABR931489040464,ABR931489040464,Alb-Bioenergie GmbH ＆ Co. KG
ABR917653892602,ABR917653892602,Albers Biogas GbR
ABR979243961280,ABR979243961280,Albers Landenergie GmbH ＆ Co. KG
ABR934607095032,ABR934607095032,Albers/Knelangen Biogas Gbr
ABR991912378298,ABR991912378298,Alboco GmbH
ABR940617079405,ABR940617079405,Albrecht Energie GbR
ABR991485376301,ABR991485376301,Albrecht Land- und Forstwirtschaft GbR
ABR995996503904,ABR995996503904,Alexander und Carina Späth GbR
ABR924148542812,ABR924148542812,Alfler Biogas GmbH ＆ Co. KG
ABR927912755432,ABR927912755432,Alfons Lutz Treppen und Balkonverkleidungen GmbH
ABR951352893065,ABR951352893065,Alfred u Alois Lemmer-Hamper Energie GbR
ABR908272325718,ABR908272325718,Alfstedter Bioenergie GmbH ＆ Co. KG
ABR946430793405,ABR946430793405,Alma Energie GbR
ABR906505575039,ABR906505575039,Alpers BGA GmbH
ABR977618187556,ABR977618187556,Alperstedt Erste Biogas Betriebs GmbH
ABR935176720875,ABR935176720875,Alperstedt Zweite Biogas Betriebs GmbH
ABR938133358975,ABR938133358975,Alpha Blumenvertriebsgesellschaft mbH
ABR943838586493,ABR943838586493,Altemöller Biogas GMBH＆Co.KG
ABR916199288139,ABR916199288139,Altenstadt C4 Energie GmbH ＆ Co. KG
ABR903117165504,ABR903117165504,Alternativ Energien GmbH Memmendorf
ABR915896703457,ABR915896703457,Alternativ-Energie Oberhuber GBR
ABR900164307451,ABR900164307451,Alternativ-Energie Priborn Betriebs GmbH ＆ Co. KG
ABR920871784949,ABR920871784949,Alternative Energie Versorgung AEV UG (haftungsbeschränkt)
ABR911358113758,ABR911358113758,Alternative Energien GmbH
ABR995513483603,ABR995513483603,Alternative Energien Wesertral GmbH ＆ Co. KG
ABR944479811296,ABR944479811296,Alternativer Energie Brockmann UG (haftungsbeschränkt)
ABR939152027583,ABR939152027583,Alterric Biogas GmbH ＆ Co. KG
ABR970166992795,ABR970166992795,Altfettentsorgung ＆ Recycling Lesch GmbH ＆ CO. KG
ABR993511488453,ABR993511488453,Althausen Bioenergie GmbH ＆ Co. KG
ABR907583540018,ABR907583540018,Altmann Bioenergie GmbH
ABR967722217140,ABR967722217140,Altmühler Biogas GmbH ＆ Co. KG
ABR902031242308,ABR902031242308,Am Gas GmbH ＆ Co. KG
ABR961642567781,ABR961642567781,Ameres GmbH ＆ Co BetriebsKG
ABR967987164432,ABR967987164432,Ammerseewerke gKU
ABR979403983381,ABR979403983381,Amperverband
ABR922108444565,ABR922108444565,Andre Buschhaus
ABR950652647835,ABR950652647835,Andrea Velmans UG (haftungsbeschränkt)
ABR992738157128,ABR992738157128,Andrea und Stephan Ostendarp Gbr
ABR939578194203,ABR939578194203,Andreas Bruns BioEnergie GmbH ＆ Co. KG
ABR957855135992,ABR957855135992,Andreas Daferner
ABR956251662378,ABR956251662378,Andreas Hastreiter Biogas
ABR983513512287,ABR983513512287,Andreas Mammen GmbH
ABR917945207930,ABR917945207930,Andreas Mohr
ABR971100715357,ABR971100715357,Andreas Peters Energie GmbH
ABR987536755829,ABR987536755829,Andreas Roidl Biogasanlage GbR
